,comment,aggression,attack,attn_words
125,false accusations of vandalism i have a very hard time believing you could seriously mistake my edit to diaspora for vandalism either you did not bother to even look at the edit or you are too stupid to reliably distinguish between vandalism and productive editing whichever it is don't revert anyone's edits until you have corrected this major,0.5038,0.3905,stupid false vandalism a accusations
126,monkey monkey monkey monkey monkey —preceding unsigned comment added by,0.4549,0.4474,monkey monkey monkey monkey monkey
127,disruptive really because i disrupt your malicious defamatory of the truth do your worst i hope to you from while you for for your work as a,0.5156,0.3797,disruptive worst your because malicious
128,hey listen to me now that's none of your affair what i am and i know very well who i am i am not a jew and i am 100 original turkish moreover jews are trying to show themselves same with you against turkey because their power is not enough against us also for sure don't make me sick be a good boy and obey your,0.5074,0.3922,hey a to affair a
129,i notice that you added name to the list short story contributors at the new yorker magazine article would you care to mention a single short story she contributed to that magazine what issue s you can't because you are lying you gay supporters have real problems with the concept of truth,0.4748,0.4321,gay lying you i notice
130,who are you to the pages and add whatever you want and every language i have seen you vandalising language pages you must be banned you're doing damage to the wikipedia you cannot do any good contribution but vandalise every page so you better must be off wikipedia,0.5111,0.3902,who you are to the
131,you are a very sad individual look at yourself and what you're doing because you were proven wrong i feel sorry for you,0.497,0.4121,a sad are very you
132,why is it that gets to shut everyone down does he own this article i t is up to the experts in the field to define what genocide is ridiculous the leading experts on genocide are dead the next best authorities on the subject are dancing on their graves the of their deaths and helping to advance the of the experts you cite i don't think it takes a issued by the ruling class to spot the they commit,0.5208,0.3853,shut down everyone is why
133,wow oh dear i guess i just discovered who is deleting my recent posts well delete away you're just following orders like any good nazi,0.4784,0.4377,you're wow nazi is dear
134,uw i saw mommy kissing santa,0.4449,0.4736,kissing mommy santa uw i
135,stop vandalising srebrenica genocide article see my message,0.5144,0.4028,srebrenica vandalising stop genocide my
136,you have been put on the wp an for making personal attacks your name has been put up because you have made personal attacks on me especially for my use of the term british commonwealth i was getting fed up with your vandalism as to calling me a bigot that is just to the same as the from sinn i r a,0.4816,0.441,you have bigot been put
137,is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity reality is a commodity r,0.4631,0.4612,a a commodity a is
138,congratulations on your victory against the anti soviet scum most of them are banned for 1 year,0.5033,0.4179,scum against your victory the
139,now i still think you are doo doo yes doo doo indeed —preceding unsigned comment added by why you no like me turd,0.4838,0.4405,doo doo are doo doo
140,wikipedia child wikipedia child,0.4592,0.4682,child child wikipedia wikipedia
141,you are an races like don't you see mr or are you,0.492,0.4353,an you are don't races
142,what are your motivations for vandalizing articles you consider more ethical behaviour your motivations might be from racism to political whatever they are you are a bad guy why did you choose as an icon this historical figure is not a good example you should choose somebody less violent than an anarchist murderer,0.5046,0.421,your motivations a vandalizing are
143,they had a choice they were the once who chose it again they started the holocaust before the germans came who cares what they decided in 1950 it was already the cold war they will try to suck up to ex nazis to tear the soviet union from the inside they were involved in the holocaust it's a fact ask any jew jews always were in every independence movement so they would be i saw a with jews from who to escape with the soviets and also and they told how closed of jews in every and burned them down you're right about what was with the jews in ussr i'm half jewish my mother is jewish and my grand set in jail there for a short time for teaching hebrew but nevertheless the soviets didn't give to to make at jews by the way at the days of the there were many interviews with jews from telling how murdered their people then all the community activities in the and was by the jews and dont forget in 1987 1989 it was still the soviet union is desperate for world support thats why for now the jews are safe there there are jews among the writers of the article but there are also m v e i,0.5169,0.4065,suck a nazis they had
144,you are right i am a sock of and is a sock of bye,0.4644,0.4655,you are a right a
145,are you that scared,0.4917,0.4406,scared you are that
146,man u supporters are losers,0.463,0.4736,losers u man are supporters
147,and 3 i've stated my position too many damn times and i'm sorry you're too stupid to see you're completely wrong,0.5092,0.4258,stupid damn you're you're too
148,when you were trying to link me to your reasoning was twisted but somehow when you were trying to you were already a now you are linking me to an article on whose talk page i once commented your behaviour indicates that you are either ill or mentally ill and in either case is not warranted the high handed rhetoric you have laid out in place of self defence is as you so pointed out typical of sock and more generally is the main dust screen kicked up by a running dog i have stopped wasting time defending myself against your misguided star chamber of begun your actions and your intentions why does that make you so,0.5159,0.4179,mentally you ill a a
149,27 january 2011 utc just in case you were going to i don't want a lecture on personal attacks and good faith after you just let the of self racist go with a typical welcoming seriously 11 11,0.5039,0.4322,27 racist a typical 11
150,y u my post you i said i sue and i am you regret it fo you,0.5107,0.4261,u sue y post my
151,once you had started calling your fellow wikipedians fascists i think you had your welcome don't you,0.5007,0.4376,fascists had you fellow once
152,keep cleaning your page little kid you are the one that information from the world that is so bad look in the mirror and be ashamed,0.5078,0.4315,little your cleaning kid are
153,,0.4731,0.4697,
154,,0.4731,0.4697,
155,,0.4731,0.4697,
156,,0.4731,0.4697,
157,,0.4731,0.4697,
158,,0.4731,0.4697,
159,,0.4731,0.4697,
160,,0.4731,0.4697,
161,,0.4731,0.4697,
162,,0.4731,0.4697,
163,,0.4731,0.4697,
164,you represent gross incompetence in maintaining the wikipedia,0.5173,0.4249,gross incompetence you represent in
165,if you have nothing constructive to contribute to the debate i suggest you take your bullshit elsewhere once again i fundamentally disagree with your contention that fyrom is not a common english term it may not be the most common but it is common nonetheless your belief that its use is entirely due to greek political considerations is irrelevant it is used whether you or i like it or not that wikipedia specifically prohibits political considerations or legal rights to a name from consideration is precisely what you need to come to terms with we cannot rule out fyrom simply because you find it politically unacceptable i am arguing for its use not on the basis of any political legal moral or other considerations but on its status as a widely used and established term in the english language your fourth point is dead wrong the status of fyrom is not lesser than that of but rather the reverse common english usage self identification according to every single relevant wikipedia policy and guideline regarding your of google searches i suggest you take a lot at the other methods by the guideline namely other reference works websites of media government and international organisations on every count fyrom by a wide margin,0.5302,0.4106,bullshit nothing have if you
166,i have been too many times and i will not let this piece of shit go around me and the fact is you're trying to delete me entirely from history and i can't allow this user,0.522,0.423,shit you're go have of
167,you are a naughty little boy girl you need to be properly to teach you good manners — preceding unsigned comment added by,0.5072,0.4405,a naughty little are you
168,sir why am i getting blocked so much i have done nothing wrong i know it wasn't you who blocked me but please can you tell other administrators to stop doing it or if they don't then i will take legal action with my authority in the legal system belive me wikipedia will be sued and even shut down you have been warned,0.5211,0.4321,sir blocked blocked shut why
169,how dare you will pay,0.5162,0.4417,dare you pay will how
170,just to tell you i have requested your ban also i'll be reporting you to the police for a hate crime i have your ip and know where you are u should be aware your actions on wiki can be considered hate speech and you'll face criminal charges unless you provide links that and to the later you can face serious criminal charges if convicted suffice to say you are not going to like when police shows up on your,0.5267,0.4303,criminal ban criminal you just
171,listen up keep this crap up with saying i can't do stuff and you're gonna get it got it,0.5228,0.4355,crap up up this with
172,something do you hate a the,0.5013,0.4644,hate a you the something
173,i need to leave a message we're back well only on this page but soon we will be after you just kidding maybe you will never know they are after you and your lesbian friends and you cant call that comment offence because it says on her user page,0.5227,0.4405,lesbian a leave i need
174,what first you warn me for something i fell i have not done you have no right to warn me you vandalised my page so i warned you you have an attitude problem about things and need to stop thinking you are so but your really not you and everything but um your really not so stop vandalising my page for god,0.5351,0.4282,vandalised you first what warn
175,blocking of the one who started this article was a bad block who cares what you nut jobs think who are you working for slick willy,0.5178,0.4495,blocking nut jobs of a
176,nonsense as i already said that they are white trash can be proven that article basically declared them all an group and i didn't see any footnotes upon it you want to talk about nonsense lets see some proof for the idea that all members are related by blood otherwise i'll keep adding my shit and you can your elitist i'm a registered user on a free encyclopedia attitude,0.5331,0.4322,nonsense trash as elitist shit
177,typical arab aren't you tired of making up lies,0.5296,0.4402,typical lies arab you up
178,censorship you continue to deny facts in favor of claims supported by the of truth encyclopedia block me it only shows you are weak and fail to accept the fact that was russian repeated attempts to claim him for germany are driven by your own nationalistic bias it speaks volumes about the lack of integrity of your webpage being you cannot censor truth any idiot except you of course can see the man was russian germany is well known for stealing ideas from the jews to make themselves look superior this is simply another case of that and you in your ignorance support it to idiots like you russia is capable of producing world class too the lies you germany is not the only country that studies mathematics,0.5454,0.4211,censorship idiot you to bias
179,vendetta against me continues if you're going to accuse everyone in of being a sock puppet then there are another 1 3 million to accuse,0.534,0.436,vendetta you're against a accuse
180,you did not vandalize the actual entry on because the article was locked down however you damn well tried to and you added the idiocy to the talk page it's your fault that your will be unable to edit wikipedia for the next two weeks own up to it,0.5357,0.4361,you damn vandalize idiocy did
181,resignation after months of contributing to this site i have finally had enough of its petty pathetic idiotic rules and guidelines firstly on the article the you try adding just a few things and some complete wanker goes and starts undoing it all just because it's not what they think is right then you get told about a load of rules and guidelines for sake why are there rules and guidelines on a free editing site but worst of all why do some of the stupid editors think they are in government they think they are all great and powerful but really they're weak and pathetic after all that i had been defeated by a few idiots so i left it if they want to be that stupid let them i had been editing george of the jungle 2 for some time but all my work had been undone i can only think the editor went through my contributions to see what i had been doing i tried coming to a solution with them but again it was ignored so because they were determined to have their way i had to let them this is the sort of thing that goes on a lot and i have had enough i won't try and contribute as it either goes against what someone thinks is right or goes against some rule well what a shit site also saying my english is poor well george of the jungle 2 starts a sentence with anyway for crying out loud i'm done bye thanks for nothing,0.5455,0.4246,idiotic pathetic wanker stupid rules
182,bad crap what bunch of wanted connection to the force to be instead of genetic movies like these shouldn't be it's about the in a fictional galaxy not some weird spiritual garbage the only time it should be spiritual is if it were referencing christianity and referencing it correctly at that i for one am an atheist and don't believe in all that spiritual crap myself however i think that in stories makes them much better it also the theme how does it do that what makes you think that a movie should only be spiritual if it references christianity and not another religion — i suppose that depends on your point of view i'm not but when it comes to things like science fiction there's no need for spiritual stuff in fact i was disappointed when i learned that the use some substance that can't be measured scientifically it would make more sense for me if they were just highly trained concentrated people the don't really use the the just connect them to the force and the force is what the use by some substance that can't be measured scientifically i mean the force i'm quite disappointed by its very existence in star wars i don't really think it needs to reference any religion science fiction is science fiction if you think it needs to reference islam that's your opinion i don't think he ever mentioned islam i am not sure to whom the anonymous editor was referring i don't see any reference to islam either and i suppose this discussion isn't really relevant here anyway but for the record i have no problem with without reference to a specific or already existing religion especially in something like star wars where the connection of the humans to us is obscure since it takes place during ancient times in a galaxy i was responding to odd in my opinion comment that movies should only be spiritual if they reference christianity instead of other religions i personally think it's better to stay away from specific religions — i really would rather have it not reference but my weird comment stating that it should only reference christianity is my point of view i know not everybody agrees but i really would rather it all be purely and scientific the force is a power that can not easily be my young we must learn to its let it flow through us only then can we become one with the force is really an atheist yes he the force oh 7 july 2005 11 34 utc,0.5588,0.4072,crap bad bunch what of
183,then stop removing any comments that are a direct response to your stalk trying to clean anything that doesn't look good for you i am not letting you win this fight you are nothing but a petty troll to me,0.5206,0.4549,stop a stalk troll a
184,this all goes to prove how easily manipulated liberal race are especially when and by their in the mainstream liberal media think back now fox was for not having enough stories liberals love to count don't they except what they claim never adds up who were still on the wrong side of this have been once again for not jumping on the justice for but the liberals will just move on and pretend that this didn't happen or claim that were self you think i'm kidding read the comment sections these liberal race are the most delusional idiots ever when you look at the blood out from head on that one photo the first thought you should have is whoever did this should be shot ' good thing he was,0.5485,0.4248,all this idiots goes to
185,dear jesus really has really become the gov man we gotta deal with why republicans like hate the ten commandments and love right wing like republicans i think is female and probably a lesbian,0.519,0.4611,jesus lesbian dear wing a
186,is dare i say dodo is a,0.5214,0.4595,dare a is dodo is
187,if you knew how to do this you should have just done it instead of your stupid dance around disruptive edits reverts,0.5352,0.4444,stupid you knew your if
188,i work for virgin in new york and can tell you that i have no intentions of promoting this piece of shit store the managers are ass backward and corrupt and its head office in l a couldn't tell sand from dirt my additions are nothing more than course i could do what i feel i should do and just continuously the what would that accomplish,0.5381,0.4409,ass shit corrupt backward i
189,i'll apologize to terry but bear in mind that he was no better with his shut up,0.5297,0.4532,shut i'll up apologize his
190,response if you look at my user contributions i never asked anybody admin or other wise to stick up for me get your facts straight stop making idle threats go cry to your mother,0.5268,0.4596,mother you threats idle straight
191,stalker whats your problem why the heck are you always stalking my posts and edits if it makes you feel big pushing me and aryan around like that then you better stop before i report it and i was not in a edit war i put it up for deletion after people in the talk page were discussing its deletion aryan kept getting rid of it,0.5597,0.4202,stalker problem your stalking whats
192,laughing my ass off at attempts to distinguish between the queen or king of england and canada half of parliament the senate is permanently appointed by the queen's representative mind you not by the queen herself because she in her capital city of london yeah not london ontario either who's that on the face of canadian money again,0.5114,0.4807,ass off laughing my at
193,about the disorder so the doctor told you that einstein had syndrome and now you think that you are a genius right i have noticed that you have desire to all historical by giving them the it suggest that there is really very little that is good about autism why don't you educate us morons on how your condition have had a positive impact on your life especially on your intelligence if autism is really so good i think you have below average or average iq and is excluded from the society telling yourself that the greatest minds in our history had autism gives you a sense of hope because deep inside you wish to give up hope,0.5507,0.436,morons a disorder about the
194,to you take pride in a politician wikipedia is of handling any criticism the internal hierarchy is hell bent on anyone who would expose her fraud,0.5405,0.4503,you a fraud to take
195,look britney does not know you take your hands of your keyboard go outside and try to find yourself a real woman britney already has enough crazy fans her no wonder she started doing crazy things getting married for 55 hours driving a car with her son on her lap her head getting taking refusing to of her sons how many women are 29 years old and have mommy and daddy controlling her assets because she is not capable of doing so herself do her a favor leave the poor girl alone,0.5036,0.493,a britney keyboard of hands
196,oh shit i better for the hills by the way i didn't cause any disruption d j this way out of proportion,0.5359,0.4579,shit i for oh better
197,first of all you people can't even take a smart ass joke about your own favourite characters but don't mind screwing up pages of the people you hate such as the force and you don't own these pages i even went to the bother of the descriptions down to make it easier for all of us huh how pointless i should have expected immature like you to do this the fact is these pages originally had the force characters listed and i wonder who came along and took it away,0.5266,0.4691,ass first of all you
198,this article is a puff piece for a man many regard as a nazi,0.5362,0.459,piece a nazi puff a
199,i look forward to your deal ing with,0.5106,0.4892,ing with deal your i
200,syndrome you don't have it you just say you do to justify the fact that you are a virgin at 30 also get a life you are on wikipedia every day all day i check every month or so and it seems like all you do is edit wikipedia jesus christ quick question do you have facebook yeah how many do you have oh really how many of them call you or hang out with you yeah zero as i thought,0.5454,0.4516,syndrome don't you a have
201,dont be gay hitler was a form of hero,0.5147,0.4872,gay hitler be dont a
202,freak of talk,0.5273,0.4745,freak of talk
203,i guess i hit a sore spot you realized your and quit referring to yourself in the third person congratulations on exposing your some day you're going to hate yourself for living such a worthless life editing wikipedia jesus,0.5537,0.4446,a sore you're and quit
204,wow you win so you as a queen bee with your lovely photo wanting attention have succeeded in getting rid of another bio that i wanted posted you do not even understand mathematics it is beyond you you have no idea what mathematics is do you think is the ultimate well it is not you are a sockpuppet with a fake boyfriend you do not even understand how mathematics leads to for hearing well congratulations i have been fired because of you you lovely young woman with wonderful attitude you must be so proud that you won your battle your are that other woman is not she will die within months of cancer make you feel good about yourself and yes she is notable she will be noticed after death like franklin potter kudos to you such a with a like attitude wikipedia is such a,0.558,0.4393,a bee queen you win
205,it's just simple math ship length box office revenue in size of j j penis,0.4994,0.5052,penis it's just simple math
206,u mad bro me bro,0.5042,0.5011,bro mad u bro me
207,nut you're not supposed to eat whole nuts or butter on this diet but it says its ok to eat does that mean you can eat smooth nut such as butter butter butter butter etc,0.5447,0.4567,you're nut not nuts supposed
208,bogus bogus bogus bogus as i expected the protected ones keep getting protected,0.5449,0.4608,bogus bogus bogus bogus as
209,i know you're going to read this so tell me how is what you wrote different from what i did and would you call a guitar or a great guitarist why can't be one of the greatest there is reply here cunt,0.5287,0.4801,you're i going know to
210,stan you've gotta admit the line in this rap war was with your platinum hair you look like a ho like eminem should stand for you're making me wanna site and mention that line there it's amazing to me what a biased little eminem fan you are as far as embarrassing goes did ever get into it with a puppet do as homosexual single out of the audience to pick on and eminem were friends until he made the comment that eminem would catch an ass if he and ever got into it fred also agreed and he was never in house of pain regardless this is wikipedia entry his album sales belong here and are mentioned don't,0.5341,0.4754,you've homosexual stan gotta a
211,what's wrong with you get off my talk page if all you're going to do is violate wp npa don't come back for a month,0.5442,0.4641,off what's get you're you
212,you are using wikipedia as an media for catholicism i will report you to jimbo wales your comments are no neutral and are very against according to you proven persecution by catholics must to be written only in politically correct and previously by catholic league terms and you think to delete the article on holocaust because it is no neutral toward nazis you don t have time for reading sources and documents but edit and delete articles linked to these same documents tries to be serious some people writing here are serious and mature people no lazy teenagers as you,0.5726,0.4293,are you wikipedia an using
213,i dunno i just see people pissing away school and law school kind of sad really,0.5548,0.4564,pissing away dunno i school
214,i actually have as well but ive learned not to be a pedantic little shit about it,0.564,0.4477,shit little pedantic a i
215,no problem dude i've just found you as a good admin also in the future don't waste your time trying to talk with or any of his other sockpuppets you'll waste your own time i think is a troll and wants to waste your and others' time or he is just dumb and don't understand or listen to our,0.561,0.4559,a no problem a dude
216,nick nick,0.487,0.5353,nick nick
217,chill the hell out lol bro you take shit too seriously honestly awards are awards simple as that queen of i know it's an exaggerated and retarded example cannot be used to set comparisons of awards lol have fun with your edits you do you and i do me so let's keep those awards until he gets more serious awards,0.5562,0.4683,hell shit out seriously the
218,have a since you have no friends or life award style background color fdffe7 border 1px solid fceb92 style vertical align middle padding 5px style vertical align middle padding 3px wow you must live a very sad life i guess if i had no friend or anyone that cared about me i would spend all my time pretending like a know it all with a stick in my butt as i ride my high horse so here is a you go ban me and change another article to whatever you what it to say so you feel like you have some power in the world cause god knows it must suck to be you p s stop trying to pick up little boys on the internet im telling chris,0.5431,0.491,a have a you have
219,u mad bro,0.5174,0.5194,bro mad u
220,if you think i am an idiot it is okay i hear this a lot,0.5549,0.479,idiot an it think am
221,hey can i ask you something why do you have a bug up your ass about how this article is written it's just my personal observation but it seem that you sometimes act like a child unwilling to share a toy with others in this case the ability to allow other wikipedians the chance to make constructive contributions you seem to have this habit of entering into a mode of this is mine and you can't touch it everytime you revert what most people consider a good contribution of information i have to seriously question whether your mature enough to really be a contributor to wikipedia by the way that ip user was never banned,0.5455,0.4898,ass a hey can up
222,is the biggest retard ever on wikipedia that sh doesn't realize that the season 9 spongebob episodes listed are real the season aired on 8 july 2003 with butt dance and will end on 2 january 2015 with the biggest spongebob movie in the whole entire universe from what i can tell the movie will be at least 12 hours long we'll have to wait and see but did you even give the source link a damned chance,0.542,0.4961,retard biggest the ever is
223,hello i am gay welcome to the o o site of i murder c c c c c c c c,0.4998,0.5398,gay c c c c
224,how dare mike and elonka just come in and take over this page it works perfectly well the way it was before who gives a fuck if it is a featured article or not could the cast members please be added to this article and why don't you stop asking everybody what the problem is are you blind or something can't you read what they write and by the way the new page is so god dam confusing,0.5629,0.4748,fuck dare how mike and
225,p s how the hell are you going to block me when you aren't an admin,0.5635,0.4746,hell s p are you
226,fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish fish,0.445,0.5873,fish fish fish fish fish
227,muslim men harassment of mm page it is amazing how three muslim men jumped all over this page right after i added a number of things 30 minutes after all three men all muslims and cleaned it up does a woman working for human rights in pakistan really get under your skin so badly wow so if you are so bloody busy why not get busy and stop harassing the women are you that threatened,0.5663,0.475,muslim men harassment bloody skin
228,the fat kid what was it like growing up as the fat kid —preceding unsigned comment added by,0.5398,0.5063,fat kid fat the what
229,i'm anal about my,0.5529,0.494,anal my i'm about
230,vandalize wtf are you talking about for one i have not vandalized a single word in the ps3 article i am going to buy a ps3 hopefully in march feb alright with that said i don't want to even think about accusing me ever again is that understood boy,0.5533,0.4973,wtf are you talking about
231,curse you daniel case why didn't you accept now my only hope is for the wikipedia unblocking blocking team to unblock me i need an account now,0.5723,0.4791,curse daniel you case why
232,i attribute behavior to him not paying close enough attention yes in my capacity as an uninvolved admin i did and five minutes later in that capacity i deemed your liar and hate to be block worthy,0.5635,0.4909,liar behavior attribute i hate
233,case in point ban this asshole who says on his user page he is some barack obama and who seems to think my suggestions need to be hidden from view,0.5679,0.4902,asshole who this ban case
234,wtf what is your problem im not spamming just adding a relative link so let me leave it,0.5792,0.4777,wtf your is what problem
235,also to add to my rant just wiki how ip addresses work so you feel like an idiot for accusing me about doing something i didnt do,0.5736,0.486,idiot also an accusing to
236,block he is ruining,0.5517,0.5113,ruining block is he
237,horribly curse us christians as also writes and from that draws the conclusion that they must not be the people of god now what a nice thick fat lie it is when they complain about being among us jerusalem was destroyed more than 1 400 years ago during that time we christians have been and persecuted by the jews in all the world on top of that we do not know to this day what devil brought them into our country we did not them from jerusalem yes we have and hold them as i would like to keep my and all other diseases and who must wait as a poor with money and property and everything i have i wish they were in hell with the other jews and they would like to have with them,0.5983,0.4579,curse us horribly christians as
238,y didnt he just say you smug son of a gun and not cut it,0.5686,0.4963,smug a y son you
239,goth forever goth forever,0.538,0.5329,goth goth forever forever
240,now you're saying im not logical when do these personal attacks end they dont bother me too much though becuase you keep saying the same thing im illogical im an idiot whatever i've gotten used to that one try a new one how did you like the subtle one i made about you with the,0.5799,0.489,you're idiot now im saying
241,fun wikipedia can be edited by anyone and your ruining how a random person can make up rubbish on the pages which idiots might just believe also how do you know what has done or what is like,0.5827,0.4892,wikipedia fun ruining idiots a
242,its been a while ok i just had my fun so now im serious i know your a strong headed woman so i'll just say this when i was blocked it gave me time to think about how hard i've made your life and i know this apology could never make up for the damage your page has faced so i just want you to know that i am sorry no i wont do anything and i dont expect you to believe me i have just come back to and i wont be editing again i am not sucking up to you infact i think you are a terrible example for a lady and to all women but it is probable because i made your life harder then it is i realised this when i also realised that you are taking time out of your day to make the site better and i you for that i have finally found a religion and have deeply my actions also since i will probably be blocked after this and since my fingers hurt by now tell the same good bye and good day your enemy,0.6083,0.4577,its a a headed faced
243,there was a picture of a penis,0.5381,0.5405,penis a a of there
244,you are and you're in violation of your ban from the ni articles and from your ban on personal attacks,0.5735,0.5043,you're violation you are in
245,with jews you lose,0.568,0.5112,jews lose you with
246,what the hell are you on about,0.5775,0.507,hell are you the what
247,sock puppet,0.5579,0.5293,sock puppet
248,you guys need to grow up i guess you have no control in your lives so you have to play this sad game of you hurt my feelings i won't let you play my game no wonder no college professor accepts wikipedia as anything of substance,0.5719,0.5147,grow you up guys lives
