,comment,aggression,attack,attn_words
46,fuck tha world and fuck and fuck,0.9988,0.9987,fuck fuck fuck tha world
47,fuck you you dumb sack of shit,0.9989,0.9986,fuck sack shit dumb you
48,go fuck yourself prick,0.9987,0.9986,fuck prick yourself go
49,fine cunt fuck faggot bitch cunt whore shit asshole fucking ass fucker you piece of fucking cunt shit,0.9988,0.9985,fuck fucking asshole fucking bitch
50,fuck you nigger,0.9987,0.9985,fuck nigger you
51,fuck cocksucker marijuana nigger whore,0.9987,0.9984,fuck cocksucker nigger whore marijuana
52,go fuck yourself eat shit and die,0.9987,0.9983,fuck shit yourself die eat
53,fuck you you are a pathetic piece of shit,0.9987,0.9984,fuck shit pathetic you a
54,fucking virgin fuck go fuck yourself geek ps you have an average penis at best,0.9985,0.9985,fuck fuck fucking virgin go
55,you are a fucking dick go fuck yourself,0.9986,0.9984,fuck fucking dick go a
56,assholes come and try me you stupid fuck son of a bitches,0.9985,0.9985,fuck assholes bitches stupid a
57,you can suck my dick you fat fucking loser get a life asshole,0.9984,0.9985,fucking asshole suck loser fat
58,go fuck yourself your pathetic censorship dictator wannabe,0.9986,0.9982,fuck yourself pathetic your go
59,fuck you you fucking nigger bag of shit i hope you die in a horrible fire with your gay ass kids i will their throat you motherfucker dont you ever think of banning me again or i will rape you,0.9984,0.9984,fuck fucking nigger bag shit
60,fuck u ur a fuckin faggot,0.9985,0.9983,fuck fuckin faggot u ur
61,go suck a cock bitches fuck wikipedia my ip changes in like a couple of hours anyway fuck you go you you go fuck your mom you dirty little ass fuck bitch i will kill you i where you live i will rape you fucking ass,0.9983,0.9985,fuck fuck fuck cock bitches
62,wikipedia is a shit hole fuck you jimbo for creating this fucking shit wikipedia,0.9984,0.9984,fuck fucking shit hole shit
63,fuck you faggot i don't care if i get blocked as long as everyone knows you are a dumb cunt,0.9984,0.9984,fuck faggot cunt you dumb
64,your gay you're a fucking faggot,0.9983,0.9984,fucking faggot you're gay a
65,fuck you i'll fuck you muslim turkish animal,0.9985,0.9982,fuck fuck you i'll you
66,bitch you are a bastard bitch i wanna fuck you,0.9983,0.9984,fuck bitch bitch bastard a
67,admins suck the fucking admins suck ass i fucking hate the people who delete my fucking shit,0.9985,0.9982,fucking suck fucking suck ass
68,bullshit go to hell you fucking vandal,0.9984,0.9982,fucking bullshit hell vandal go
69,are you lost stupid fucking idiots,0.9983,0.9983,fucking idiots stupid you lost
70,this user is such a worthless goddamn faggot fuck you faggot,0.9983,0.9984,fuck faggot faggot goddamn you
71,block what's wrong ass fuckers you can't take a little heat why don't you all suck each other's cocks you fucking dumbass wikipedia nerds i hope you all rot in hell fuck you fuck you fuck you shit,0.998,0.9985,fuck fuck fuck fucking fuckers
72,is a fucking hack what the fuck do you care get a life nazi,0.9983,0.9982,fuck fucking hack care nazi
73,fuck you pussy why dont you get out more i bet your contributions to wikipedia is your work and all you are qualified to do get a life pussy,0.9982,0.9983,fuck pussy pussy you dont
74,fuck you asshole why did you undo my edit you son of a bitch,0.9983,0.9981,fuck asshole bitch you a
75,shut the fuck up you tight shithole,0.9982,0.9981,fuck shut shithole up the
76,i lost my civility when you started being outrageous fucking liars fuck you liar burn in hell for your fucking i will leave when you stop fucking lying,0.9979,0.9984,fuck fucking fucking liars fucking
77,fuck you too fuck you too,0.9984,0.9978,fuck fuck you too you
78,twat your a fucking twat u fucking little boy ur mother fucking,0.9982,0.9979,fucking fucking fucking twat u
79,go fuck yourself and block me you cunt,0.9982,0.9979,fuck cunt yourself go block
80,fuck you and your you filthy poo,0.9982,0.9978,fuck filthy you your poo
81,fuck you orange fuck you orange cluebot and j you wanna be cyber bullied for personal attacks anonymous hates you,0.998,0.998,fuck fuck you orange you
82,fuck off,0.9981,0.998,fuck off
83,fuck ugly black,0.9981,0.9979,fuck ugly black
84,fuck you virgin,0.9981,0.9979,fuck virgin you
85,fuck wikipedia and fuck all the leftist liberal faggot loving jew communists that run this fucked up piece of shit website,0.998,0.998,fuck fuck wikipedia faggot fucked
86,he's a fucking faggot,0.998,0.9979,fucking faggot he's a
87,and your a fucking gay bitch,0.9981,0.9978,fucking bitch gay a your
88,fuck you child,0.9981,0.9978,fuck you child
89,fuck you you fucking faggot this is sean mc sean you blocked me for a long time,0.998,0.9978,fuck fucking faggot you you
90,fuck you bastard consider this your last warning being a dick who do you think to talk like this on my talk page you piece of shit next time you do that i'll your head and shit into your neck and your gay friend is an asshole too,0.9979,0.9979,fuck bastard you asshole dick
91,fuck you i was curious as to who the actors played and to read is khan is a total dick move fuck you fuck you fuck you,0.9976,0.9981,fuck fuck fuck fuck you
92,fuck you you fucking twat dont u dare insult me do u not no hu i am go jerk off u fat twat ur a dickhead fuck you you fucking twat dont u dare insult me do u not no hu i am go jerk off u fat twat ur a dickhead fuck you you fucking twat dont u dare insult me do u not no hu i am go jerk off u fat twat ur a dickhead fuck you you fucking twat dont u dare insult me do u not no hu i am go jerk off u fat twat ur a dickhead fuck you you fucking twat dont u dare insult me do u not no hu i am go jerk off u fat twat ur a dickhead fuck you you fucking twat dont u dare insult me do u not no hu i am go jerk off u fat twat ur a dickhead fuck you you fucking twat dont u dare insult me do u not no hu i am go jerk off u fat twat ur a dickhead i love u really,0.9975,0.9982,fuck fucking fuck fuck fuck
93,total asshole bitches like you just need to get the fuck off motherfucking shithole eat your dick,0.998,0.9977,fuck asshole bitches shithole motherfucking
94,hurricane you are crap you fucking idiot,0.9979,0.9977,fucking idiot crap you are
95,fuck of u dick,0.9978,0.9978,fuck dick u of
96,go fuck yourself i am on a public computer suck on it bitch face,0.9979,0.9976,fuck bitch yourself suck go
97,fuck you you self righteous,0.9981,0.9974,fuck you righteous you self
98,f y stands for fuck you dumb ass,0.9978,0.9977,fuck ass dumb f you
99,fuck you you know he's a cunt and if you don't then you're one what right do you motherfucker have to edit my talk page seriously stop editing my talk page edit your own fucking talk page edit my talk page again and i i will fuck your mother's ancient cunt,0.9976,0.9978,fuck cunt you cunt motherfucker
100,break my fucking heart asshole,0.9979,0.9975,fucking asshole heart break my
101,you fucking little retard,0.9979,0.9975,fucking retard little you
102,you blocked me fuck you you are a burn in fucking hell you jungle,0.9976,0.9977,fuck fucking burn hell a
103,go fuck yourself how is this unconstructive you annoying cunt,0.9978,0.9974,fuck cunt yourself annoying go
104,you are a mother fucking son of a you asshole,0.9977,0.9976,fucking asshole a mother a
105,fucking go kill,0.9978,0.9974,fucking kill go
106,is a fucking bitch nigger piece of shit,0.9979,0.9973,fucking bitch nigger shit piece
107,fuck off go and buy some and wipe your rats ass face delete as appropriate fuck you,0.9977,0.9975,fuck fuck off ass rats
108,well gladly go fuck yourself you fuck,0.9978,0.9973,fuck fuck yourself you go
109,fuck you you dumbass cuntbag i have a dynamic ip u cannot ban me tough shit aint it cunt so go suck some random ass fuckers cock before i vandalize your entire site b i o t c h dont make me come find your ass in ohio i read your wiki entry knock knock your dumb putting that much personal info out there and calling out trolls with dynamic ip ranges you dumb bitch,0.9974,0.9977,fuck dumbass cuntbag cock fuckers
110,go fuck yourself get a job you,0.9978,0.9973,fuck yourself go a get
111,i dont care what the fuck u do fuck you u racist ass pieces of let everyone know what wikipedia really is fuck off fuckers bitches,0.9974,0.9978,fuck fuck fuckers fuck bitches
112,fuck u u stole my and if i ever find u fuck u,0.9978,0.9973,fuck fuck u stole u
113,hey go fuck yourself cunt lick your mother's balls if you must,0.9978,0.9972,fuck cunt lick yourself mother's
114,oh of fuck you asshole die im going to kill you,0.9978,0.9972,fuck asshole die you kill
115,why you so fuck why are you so fucking shit,0.9977,0.9973,fuck fucking shit you are
116,fuck you,0.9976,0.9973,fuck you
117,go fuck yourself,0.9976,0.9973,fuck go yourself
118,go fuck yourself,0.9976,0.9973,fuck go yourself
119,go fuck yourself,0.9976,0.9973,fuck go yourself
120,hey stay the fuck out of my you jewish mexican fucker i kill you fucker stay the fuck out of my,0.9975,0.9973,fuck fuck fucker fucker kill
121,fuck all u weak ass niggaz,0.9976,0.9972,fuck ass niggaz u all
122,go fuck yourself and get a life kid,0.9976,0.9973,fuck yourself go a get
123,asshole on being such a huge fucking asshole bongwarrior,0.9975,0.9972,fucking asshole asshole bongwarrior a
124,my bad bitch fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david fuck wikipedia bitch and david,0.9971,0.9976,fuck fuck fuck fuck fuck
125,is a dick fuck this guy is a jackass who cock 4 a fuckin job y the fuck does the trans do it cuz its into kinda shit,0.9971,0.9976,fuck jackass cock fuck fuckin
126,why haven't you yet i don't give a fuck fuck you and all your wiki shitty stars you,0.9972,0.9974,fuck fuck shitty you your
127,and why the fuck you say fuck you up there fuck you too man,0.9974,0.9971,fuck fuck fuck you you
128,regarding you being an asshole go fuck your mother,0.9973,0.9972,fuck asshole go your mother
129,ha go fuck yourself homo,0.9975,0.997,fuck homo yourself go ha
130,dude shut the fuck up,0.9973,0.9971,fuck shut dude the up
131,semite get the fuck out of here i will kill you you son of a bitch if you don't leave wikipedia if you tell anyone i said this to you i will rape your jew family on a you cock sucker you better fucking die before i hunt you down and piss on your face if you get me blocked for this i will find you and shoot you i just want your jew fucking self gone you dumb motherfucking piece of shit g d damn jew die,0.9971,0.9973,fuck fucking fucking cock bitch
132,up hes a fraud a fucking fraud,0.9972,0.9972,fucking fraud fraud a hes
133,hey ryan fuck you faggot how do you like those apples bitch,0.9973,0.997,fuck faggot bitch you you
134,suck my cunt you bastard,0.9973,0.997,cunt suck bastard my you
135,andrew is fuck you motherfucker chink,0.9974,0.9968,fuck motherfucker chink you andrew
136,oh ok fuck you asshole die im going to kill you,0.9975,0.9967,fuck asshole die kill you
137,fuck you been reverted so fuck ya back how about you vandalise my page again ill revert it and get your good self blocked for an extended period of time fuck you i'm gonna find ya harass ya then fuckin kill ya because you are a fuckin gross lesbian,0.9969,0.9973,fuck fuck fuckin you lesbian
138,retard go get a fucking life u,0.9973,0.9969,fucking retard a go get
139,go suck a prick bitch,0.9971,0.9969,suck prick bitch a go
140,you are an utter fucking faggot u need a life outside of wikipedia maybe a fuk by ur mom,0.9972,0.9968,fucking faggot fuk u utter
141,fuck you oh is so goddamn ugly it's ridiculous,0.9974,0.9965,fuck goddamn you ugly is
142,big girls no one likes you you prick fuck off,0.9969,0.997,fuck prick off you you
143,you are a stupid cunt bitch,0.9969,0.9969,cunt bitch stupid a you
144,what the fuck fuck you you can't vandalize the sandbox asshole it's a fucking editing experiment,0.9971,0.9968,fuck fuck asshole fucking you
145,fuck you huh,0.9971,0.9966,fuck you huh
146,why don't you away and die you disgusting pig go fuck yourself you,0.9967,0.997,fuck pig disgusting die go
147,you fucking nigger how dare you revert my edits i'll hunt you down and rape you until you shit your internal out,0.997,0.9966,fucking nigger dare shit revert
148,oh shit stop sending warning fucking bitch,0.9969,0.9965,fucking bitch shit stop sending
149,somebody should shoot that stupid fuck is a stupid fuck who does not deserve to live,0.9968,0.9967,fuck fuck stupid stupid a
150,suck asshole ch,0.997,0.9964,asshole suck ch
151,good you fucking asshole off forever,0.997,0.9964,fucking asshole off you forever
152,asshole you are an asshole,0.997,0.9964,asshole asshole you an are
153,so fuck off and die rape,0.997,0.9963,fuck off die rape and
154,likes to on cock is dick asshole who never had straight thoughts in life fuck you bitch,0.9966,0.9968,fuck asshole bitch dick cock
155,hey quit being suck a fucking homo and get a fucking life instead of just sitting around and making sure nobody fucks with wikipedia fuck you and quit editing my page you fucking homo motherfucker,0.9964,0.997,fucking fucking fucking motherfucker fuck
156,who gives a fuck if its got a little in the middle your a fucking nerd who has no life no class and no chance of losing your,0.9965,0.9968,fuck fucking a nerd a
157,are fucking gay u s a sucks balls '' the whole world hate u s a population,0.997,0.9962,fucking gay sucks u a
158,your a dumb fuck clueless asshole get a life i live off the internet not in it like losers like you u get a little power and you don't know how to conduct yourselves self little dick heads you are your site does nothing but the traffic of relevant search terms from sites that are being initially search for and a note go fuck yourself,0.9965,0.9967,fuck asshole clueless dumb a
159,fuck the shit out of you learn to use better manners or you will be banned is chinese territory for the people living there are tibetan not your motherfucking hindu scum haha so sad too bad china killed you in by the way you must really love anal fucking,0.9964,0.9967,fuck shit fucking the anal
160,hello your such a fucking freak mate get a life and get a you ugly cunt,0.9968,0.9963,fucking cunt freak ugly mate
161,you suck because you are a stupid bitch,0.9968,0.9962,suck bitch stupid a you
162,it's not vandalism you stupid cocksucker why are you such a fucking cunt,0.9964,0.9966,fucking cunt cocksucker stupid a
163,another noob fuck u,0.9964,0.9965,fuck noob u another
164,hey faggot you fucking retard you better quit undoing my vandalism,0.997,0.9959,fucking retard faggot you you
165,get off my fucking back you god damn little indian retard get off my fucking back you god damn little indian retard go and bully around someone else and you can shove up your spi up you indian ass,0.9962,0.9967,fucking fucking retard retard off
166,go and fuck yourself,0.9966,0.9962,fuck go yourself and
167,fuck you mo,0.9967,0.9962,fuck you mo
168,suck my you cunt piece of shit blow your warning out your ass,0.9968,0.996,suck cunt shit ass blow
169,fuck are a fucked race and should be wiped of the earth,0.9967,0.996,fuck fucked a are wiped
170,fuck off and stop posting on my talkpage you annoying cunt,0.9966,0.996,fuck cunt off stop and
171,japanese bastard fuck off you evil race,0.9967,0.9958,fuck bastard off you evil
172,go fuck yourself style background color fdffe7 border 1px solid fceb92 style vertical align middle padding 5px style vertical align middle padding 3px fuck you,0.9967,0.9958,fuck fuck yourself go fdffe7
173,you suck cunt,0.9962,0.9963,suck cunt you
174,you are a stupid person dont you understand leave me the fuck alone you are just a cult sucking mother fucking,0.9962,0.9964,fucking fuck sucking stupid mother
175,what the fuck did you just fucking say about me you little bitch,0.9967,0.9958,fuck fucking bitch you little
176,fuck off with your changing of genres of songs you sick motherfucker,0.9965,0.996,fuck motherfucker off sick your
177,fuck da it is official you suck,0.9966,0.9959,fuck suck da you is
178,fuck you this is true what i am writing so fuck yourself,0.9966,0.9959,fuck fuck you this is
179,ll ever be go fuck your mom again,0.9964,0.996,fuck your mom go be
180,hey man you are a retarded mexican cocksucking piece of fucking shit please go fucking kill yourself wikipedia admins are lower then niggers fuck you,0.9963,0.9961,fuck fucking fucking kill shit
181,is a fucking nu metal band bitch is a fucking nu metal band bitch me bitch,0.9959,0.9965,fucking fucking bitch bitch bitch
182,fuck you my edits were legit is fucking dude it's a fact what's your problem look at this inane list of rules at the top of your page also go get laid bro,0.9963,0.9961,fuck fucking you my a
183,hey fuck you i went to this school and its awesome so fuck you bitch,0.9964,0.996,fuck bitch fuck you you
184,hi you're a fucking moron,0.9962,0.9961,fucking moron you're a hi
185,bitch you are such a ass attention whore bitch go on a cock,0.996,0.9963,bitch bitch cock ass whore
186,anonymous you gay fuck you,0.996,0.9963,fuck gay you you anonymous
187,i dont give a fuck nigga,0.9961,0.9961,fuck nigga a dont give
188,hockey your a fucking douchebag you delete this,0.9965,0.9957,fucking douchebag a your you
189,hey you cunt lawyer do you like it sitting in your basement trying to act like you are know it all go fuck yourself you stupid cunt bag,0.9961,0.9961,cunt cunt fuck stupid bag
190,you faggot ass bitch always crying and shit is marine for gay ass homo,0.9962,0.996,bitch ass faggot shit ass
191,hi shit head go fuck yourself,0.9962,0.9959,fuck shit head go yourself
192,why don't you fuck off get some to do idiot 2006,0.9963,0.9957,fuck off idiot get you
193,you can fuck off too you,0.9963,0.9957,fuck off you you can
194,not really go ahead and fuck off bitch,0.9962,0.9958,fuck bitch off go and
195,fuck off quit deleting my comments read the fucking edit before you revert it you piece of shit read it for god's sake please refrain from telling me not to make personal attacks against you yourself,0.9962,0.9957,fuck off fucking quit deleting
196,why hello mr fucking jackass cunt remember me i wasnt gone suck my fucking cock,0.9956,0.9962,fucking cock cunt jackass fucking
197,fuck you your deletion was incivil go ahead ban me assholes like you are fucking it up for the ordinary users around here its even in the news now the register we don't need people like you around any more if you make a mistake admit it say your sorry but don't fucking sit here an threaten me with banning if your goddamn ego is so thin that you can't even bother to say gee i'm sorry i made a mistake when you make a mistake between the asshole admins that jimbo wales thinks are keen and the vandals i've pretty much had it with wp i say its time for new leadership around here,0.9959,0.9959,fuck fucking deletion you your
198,ugly fucker who sucks cocks,0.9959,0.9957,sucks fucker cocks ugly who
199,suck a dick you little cunt then go and take your uncle deep up your tight little ass,0.9959,0.9958,suck dick cunt ass a
200,likes to have oral sex with gay men fucking faggot,0.9956,0.996,fucking faggot gay men sex
201,nigger dick shit you are a big nigger dick shit,0.996,0.9956,shit dick dick nigger nigger
202,fuck off you right wing nazi scum btw your crazy religion is a myth,0.9966,0.9951,fuck off scum you nazi
203,you are a prick asshole,0.9957,0.9959,asshole prick a you are
204,shut the fuck you little anon you don't know anything,0.9963,0.9953,fuck shut the you little
205,kiss my ass you stupid nigger jew,0.9963,0.9952,ass stupid nigger kiss you
206,nuisance piece of shit fuck off wiki doesn't need your vandalism,0.9962,0.9953,fuck shit off piece nuisance
207,fucking whore you are such a dumb bitch i didn't make any changes whore,0.9964,0.9951,fucking whore bitch dumb you
208,will report you you fucking piece of shit,0.9963,0.9951,fucking shit piece you of
209,hey fuck head hey just wanted to say hey fuck head seeing as you're a complete fuck head do not forgive do not forget fuck you shit bitch go on ban me that's the wikipedia way just shut out the to the admin power trip and go on with your day if people like you ruled the world we'd be extinct before we were ever supposed to be again fuck you shit bitch,0.9957,0.9958,fuck fuck bitch fuck fuck
210,i don't give a flying fuck block me i don't care kiss my goddamn ass motherfucking d,0.996,0.9954,fuck ass goddamn motherfucking block
211,write your here you fuck head,0.9957,0.9955,fuck head you your write
212,fucker fucker,0.9956,0.9956,fucker fucker
213,get fucked you dutch cunt,0.9959,0.9952,fucked cunt dutch you get
214,nazi nazi racist fuck racist nazi ill sick onto you a a do you know what its like to suffer boy huh you fucking baby huh believe in tales that some jesus christ traitor to the hebrew cause is going to save your well i got two words for you six million yeah thats right i went there six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million six million you cant deal with that you fucking typical white typical aryan typical blue eyed target of you wanna deal with you a,0.9952,0.9958,fuck fucking racist nazi nazi
215,who the fuck r u u little who the fuck r u dont send me messages about shit that doesnt involve u u little ass my wants to u cunt me o o your mom,0.9952,0.9958,fuck fuck cunt ass u
216,you are still a stupid cunt of a whore you are still a stupid cunt of a whore,0.9956,0.9954,cunt cunt whore stupid stupid
217,bitch nobody cares about your myspace you ugly as fuck anyways begging on wikipedia for myspace friends you gay as hell,0.9958,0.9951,bitch fuck nobody ugly your
218,wikipedia can lick the part of my dick fuck nigga by,0.9956,0.9952,fuck dick nigga lick wikipedia
219,dear fuck you in case you didn't know if i don't sign you take care of it for me so take those tildes and shove them up your cyber ass mother fucker,0.9953,0.9954,fuck fucker you ass in
220,may god spare your soul you are going to hell you worthless piece of shit maybe you will have fun when satan is ass fucking u instead of your queer little buddies fuck off and btw kick me off wikipedia you queer ass bitch fuck off and burn in hell bitch,0.9943,0.9961,fuck fuck bitch fucking bitch
221,unblock first off it's my nature to use that fucking language alright and its a damn amendment in the constitution you pc bastard this why we can't do shit in this country anymore and should shove your bullshit degree up your ass cunt ass fuck face go get you shithead fuck,0.9946,0.9958,fuck fuck ass cunt face
222,bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it bitch suck my dick before i slap you with it,0.9948,0.9955,suck bitch suck dick suck
223,who fucking cares are you a goddamn stop wasting with your shithole   ,0.9958,0.9945,fucking goddamn a cares shithole
224,you little bitch ass wikipedia nerd,0.9953,0.995,bitch ass nerd wikipedia little
225,guess what you are so fucking retarded that down syndrome patients got nothing on you you suck so much balls that ask you to save some for them you can go fuck yourself cum than lick it out of your vagina and ass you your i fucking hate you,0.9949,0.9953,fucking fucking fuck vagina retarded
226,i fucking hate you you goddamn little fucking prick since you love jesus so much,0.9956,0.9946,fucking fucking goddamn hate prick
227,hey buddy you suck asshole,0.9953,0.9949,asshole suck you buddy hey
228,what the fuck is your problem bitch why the fuck did you delete the festival page shithead some folks are actually interested in things like that bitch why don't you do yourself and the world a favor and stick your head up your ass and take a big guess what your shit like everyone else you self righteous fuck sincerely the guy that's fuckin' yo bitch,0.9949,0.9952,fuck fuck bitch fuck bitch
229,fuckin' hater thats all you are punk bitch go troll cash or some shit stupid,0.9954,0.9947,bitch hater fuckin' shit troll
230,just this account dipshit fuck are you dumb a bullied nerd with a mod account look out world,0.9949,0.9952,fuck dumb dipshit are you
231,fuck you how about a range block does your mom still eat cum,0.9955,0.9946,fuck cum you mom a
232,admin stupid fuck your admin actions will cause you to be blocked,0.9957,0.9943,fuck stupid your admin admin
233,yea well fuck you,0.9952,0.9948,fuck yea you well
234,what the fuck is wrong with you people stop us you're writing in opinion fuck stop this is a prick,0.9952,0.9948,fuck fuck prick a is
235,you suck monkey balls you damn commie fag,0.9955,0.9943,suck balls commie damn monkey
236,blocking anthony you fucking moron you blocked the wrong person useless prick,0.9954,0.9944,fucking moron prick you blocked
237,cunt you're a cunt,0.995,0.9947,cunt cunt you're a
238,your death you shitty i am going to cut your balls of and feed them to my dog then i am going to your throat you mother fucking cunt jay,0.9946,0.9951,fucking cunt shitty throat mother
239,insult for you're a fucking shit the reason that i'm insulting is because fuck you wikipedia,0.9956,0.9941,fucking fuck shit a you're
240,fucking cabal of donkey shit i hope you all get cancer,0.9956,0.994,fucking shit cabal donkey cancer
241,lies fucking lies may you rot in hell for all of your lies and,0.9958,0.9938,fucking lies rot hell lies
242,your mom is a monkey butt and you suck her monkey butt bitch,0.9946,0.9948,bitch suck butt butt monkey
243,and i hope you enjoy dying of radiation you fucking pussy,0.9945,0.9949,fucking pussy dying you radiation
244,workers you are ass that don't give a damned fuck about anything more than money fame and fortune what in the world are you trying to do win yourselves a bunch of hot girls get some damned lives you fucking,0.9944,0.9949,fuck ass fucking a don't
245,fuck you style background color fdffe7 border 1px solid fceb92 rowspan 2 style vertical align middle padding 5px style font size x large padding 3px 3px 0 3px height 1 5em fuck you award style vertical align middle padding 3px go fuck yourself,0.9944,0.9948,fuck fuck you fuck style
246,fuck you too bad ill turn my on and off right after this edit so i dont even have to fucking see your response and vandalise your page all over again,0.9948,0.9943,fuck you fucking bad too
247,is it because it is of my naked mum having sex with me i am indeed a faggot who sucks his cock fucking homo go fucking die you piece of shit,0.994,0.995,fucking fucking die cock homo
248,good go fuck yourself,0.9949,0.9941,fuck go yourself good
249,rolls is a fucking moron he needs to go to hell,0.9953,0.9937,fucking moron hell he a
250,hey i'm just like it is you ugly as fuck butt,0.9944,0.9946,fuck butt ugly as you
251,i am a stupid bitch who needs the fuck up,0.9948,0.9942,fuck bitch stupid who the
252,you can't fucking block me for 3 months for fucking personal attacks or harassment you fucking stupid you better motherfucking let me vandalize wikipedia again now,0.9944,0.9944,fucking fucking fucking stupid block
253,why do you love cock stop taking down my vandalism you fucking nigger loving faggot,0.9945,0.9944,fucking faggot nigger cock loving
254,i don't care what you say fuck you keep blocking me i'll keep coming back are so fucking bored that you have to sit around and fuck with me on the goddamn computer get a life asshole,0.9943,0.9944,fuck asshole fuck fucking goddamn
255,fuck you george,0.9948,0.9938,fuck you george
256,fuck you twat don't bother with the bs in the future please no templates you motherfucker,0.9952,0.9933,fuck twat motherfucker you don't
257,sarah palin is an ass kissing mother fucking loser with a in her hair she sucks eggs that are from her brain stupid she is a bitch there i said it she is a sucker with a big bitch thing and a attitude about life she is horribly radical with religion she is a fucker stupid idiot with fucking shit in here face,0.994,0.9944,fucking fucking idiot loser kissing
258,holy shit you are really doing this you are fucking pathetic know that for the rest of your life you will be who you are,0.9945,0.9936,fucking shit pathetic you are
259,why not tell that communist faggot jeffrey to fuck off and quit being a shit face,0.9942,0.9939,fuck shit off faggot a
260,fucking cops with no sense of humor go fuck yourselves go play you,0.9942,0.9936,fucking fuck cops yourselves with
261,bunch of fucking retards you guys are all a bunch of stupid pathetic fucking retards all of you it obvious you all hate today show that why you are not willing to play fair,0.9947,0.993,fucking fucking retards stupid pathetic
262,how the fuck did you do that damn ur fast you must get a of ass,0.9947,0.993,fuck ass damn a ur
263,p s im a fucking cunt and enjoy the taste of a nice warm pile of shit every morning i have a huge stick up my ass so thats why i am blocking you for ten days because i am sad that you actually have a life god im a fucking spare,0.9941,0.9936,fucking cunt ass fucking shit
264,is a scumbag and idiot piss off and stop me you,0.9943,0.9933,idiot scumbag piss off and
265,because i'm such a fucking retard,0.9941,0.9934,fucking retard a i'm because
266,you suck you suck and you know what you suck don't you,0.9946,0.9929,suck suck suck you don't
267,i dont care i dont fucking care if you have reported me i will start a new account see if i care your still a fucking asshole,0.9932,0.9942,asshole fucking fucking care a
268,my personal opinion is that you're a fucking wanker and i hope you die a painful death,0.9941,0.9933,fucking wanker die a a
269,dear fuck you do not censor me i think my point about french people being is very valid it is not a matter of opinion you go to hell you dirty bitch and your secret,0.9938,0.9935,fuck you bitch dirty dear
270,fuck u u fuckin suck argument is fine u nerd now unblock me unblock cause i said so look up,0.9947,0.9927,fuck fuckin suck u u
271,fuck you you have no life and no friends so go fuck yourself because you are a weird bitch i will block you soon alright bitch bye talkback,0.993,0.9943,fuck fuck bitch you bitch
272,you're an asshole,0.9935,0.9938,asshole you're an
273,hi im a fucking bitch,0.9938,0.9934,fucking bitch a im hi
274,this bitch is a cunt,0.9936,0.9934,cunt bitch a is this
275,wikipedia can go straight to fucking hell how the fuck is the kings inappropriate its a fucking low key group currently making a documentary just you're too up your fucking american arse to care just because they aren't mtv worthy fuck you all you will be fucking sorry and you wonder why you've got all these bombing your fucking country cuz you're fucking ignorant cunts,0.9934,0.9936,fuck fucking fucking cunts fucking
276,excuse me who the fuck do you think you are deleting the page for troll 4 a movie that i will be making very soon why do you feel so compelled to go around destroying peoples hard work and did the page really hurt anybody was the deletion really necessary would anybody in the entire fucking world really give a shit about that page being up only you a fucking nazi cunt would fuck up work like this fuck you,0.9927,0.9943,fuck fuck fuck cunt fucking
277,huh what me oh fuck off you dumb cunt you got not done with you yet damn youre a dumb dumb huh go on block me pull my isp fuckin you made up that stuff and didnt get away with it why not just admit defeat and go away pride too big i've just seen your photo youre not a real are you night night asshole,0.9933,0.9937,fuck cunt off dumb fuckin
278,excuse me what the fuck are you doing you just blanked my user page what are you smoking,0.9939,0.993,fuck smoking are you excuse
279,i fucking hate you,0.9946,0.9923,fucking hate you i
280,fuck off my page,0.9941,0.9926,fuck off my page
281,sitush is an asshole die you dog,0.9941,0.9926,asshole die sitush you dog
