,comment,aggression,attack,attn_words
88,god damn persians really when are we going to move on people it has been 3000 years and even before the story of the was created no one else smells bs,0.214,0.1275,damn god persians really are
89,deleting my question or banning me doesn't make this go away all of us old time wikipedians know this happened why doesn't this article talk about how jimbo got the wikimedia credit card taken away cuz he used it to purchase in moscow why should i donate to wikimedia with this in charge 68 4 talk,0.0277,0.0205,question or my banning us
90,if you want to continue with your intellectually dishonest arguments be my guest i didn't violate either civility or npa standards i am accurately describing your conduct as dishonest for your attempts to twist the facts about this man he is an anti semite and an one at that,0.201,0.1339,intellectually dishonest you your want
91,reverting entries user doo user is vandalising articles and user pages on wikipedia with baseless and unsubstantiated sockpuppet accusations he has been warned on this by at least one wikipedia admin and there is an ongoing dispute between he and i regarding this immature and baseless behavior as such i will not allow him to do so especially on user talk pages user pages are bad enough before you go jumping the gun next time please check to see who the weapon belongs to for more information see the user talk page of and yes this is a sockpuppet of but only because you blocked me without giving me a chance to explain my side of the story an action i have attempted to do multiple times only to be stopped by idiots like yourself,0.1998,0.1342,vandalising doo is user reverting
92,editors like you are what is wrong with wikipedia what you are doing is making wikipedia worse you are not interested in actual information or helping people but in enforcing the rules it is really disgusting what is worse is how people who want to make wikipedia better such as providing accurate and helpful information are simply argued with and actively discouraged from participating you say trash the place then leave but what has done is actually provide references he doesn't have to do anything else that is what the small minded over editors should be doing namely taking the actual informative content and doing their little grammar and formatting edits that is all you are good for so do it do that work stop people with actual content from participating with the threatening notes such a tragedy of the commons,0.2358,0.1136,are is what disgusting you
93,don't worry about as you said he's and has no people skills the kids a most likely and gets his kicks out of messing with other peoples work,0.1759,0.1495,don't he's a kicks you
94,break i'm starting to wonder now why i'm getting nothing but problems from other wikipedians since i left esperanza i wonder if it's wikipedia's way of getting revenge for leaving i can only handle so much bs so i'm taking a break i hope this thing with is solved soon and hopefully i won't be alive by the admins for even mentioning another admin's conduct but anyway the cabal will eat me if you look how fast problems solve but only to create more problems ie then easter and the afd yes afd on my vandalise page then in a way it can't be a i have to say it people have screwed up and i really can't see anywhere where i gone wrong i posted there is no policy when there isn't i told and kelly martin that they're both attacking when they are and just a whole effect happened i'll be back when people decide to pick a new target i do not have me i have a mood disorder and i'll freak out on you and give you exactly what you want ' on my do i — got something to say,0.0266,0.014,starting break to wonder now
95,i'm sorry i'm sorry i screwed around with someones talk page it was very bad to do i know how having the templates on their talk page helps you assert your dominance over them i know i should bow down to the administrators but then again i'm going to go play outside with your mom,0.2086,0.1252,someones screwed i'm around with
96,yes that's because this article is basically the whole races don't exist omg bullshit that in non scientific circles sociology is not a science,0.1999,0.1304,bullshit omg because yes this
97,you're classic only in your world could not being constitute a personal attack d,0.1915,0.1358,you're classic world your only
98,oh and this is a university computer so i dont give a if you block this ip address have a terrible day,0.1979,0.1312,a a is a and
99,she really will not be happy she will hunt you down and post you to iraq in very small i am actually a very funny person but humour doesn't travel well in i still think you should be struck off for wessely though to say that is my right freedom of speech etc you could say i am going to write to my mp and request that children aren't by being copies of why was wrong blocked my isp is randomly assigned so i can't see how that works you really need to grow up i think i pop into wikipedia the odd time to make the odd edit only to be faced with a pompous now i think is just one big,0.2035,0.1274,she down will really and
100,hello place the following in the large text box why do you like to girls don’t you know that’s a,0.1751,0.145,don’t girls hello a place
101,you just can't get over it seriously i never even know when i was banned i assume it was in september with but can you ever forgive me or will i be your mortal for all look at and they were because they were supposed to but they got over it 'cause saved do you want me to save you from a bear like did or something by now if you're willing to forgive i'm willing to forgive but that will never happen because you learn from please,0.2093,0.1202,just you over seriously get
102,80 billion clean technology program has begun to look like a political for an administration about to enter a campaign whats 80 billion among political friends but i guess only brain dead would care if 80 billion is by political friends of barry o,0.0251,0.0168,80 billion clean political a
103,and this page has obviously been by someone who is not familiar and hostile with numerous opinions stated as fact and arguments added as far as controversial subjects are concerned wikipedia is ruined really isn't it,0.0242,0.0167,obviously this and has page
104,get a life loser get a life loser,0.9744,0.9761,loser loser a life life
105,my promise to you all is that i'll destroy both google and wikipedia in less than 5 years,0.1871,0.1238,all is destroy my i'll
106,i have noticed you still haven't responded i will file a formal protest since i have done my part of trying to work this out you have no answered my question of how this was harassment please respond or the next message will be to report you,0.0234,0.0146,have i still noticed you
107,hi hi just regarding the recent comment you put on my talk page i am not new to wikipedia i have been editing it for years and the comments i put forward with regards user andy j smith are 100 true and correct thanks for like most other wikipedians who have no life except wikipedia sticking your nose into business that is not of your concern,0.0234,0.0162,just regarding recent the put
108,attention user meters his royal the is very angry he wish for your to be delivered to him on a silver as you are clearly a a squad of royal will soon your pc many kind regards the office of his royal the,0.1704,0.1351,meters his angry a a
109,the whole world knows jesus was an illegitimate son of an unknown man and thats the reason why christians are so backward that they use hindu numerical system,0.023,0.0157,world illegitimate the whole knows
110,okay what a bum,0.1612,0.1403,bum a what okay
111,pete piss off asked a polite question i happen to know a fair bit of the answer so i gave him a polite answer i hope it helps him understand i'm not pretending that i have sources for all of this i'm not asking that it be added to the article i'm sharing knowledge it's something i do reject it if you choose i cannot comprehend why you would but people surprise me every day oh and there's little opinion in my post most of it is pure fact a fact is still a fact whether it's sourced or not,0.1722,0.1291,piss off asked pete polite
112,hey i added a tv reference to the wiki article about frank and said that was name of an episode breaking bad and you auto changed it off i try to help and i get treated like dirt and all the time i spent too,0.0223,0.0129,hey added i a bad
113,if you don't see the or intentional disruption in this page let us wait until some newspaper makes a laughing stock of it,0.022,0.0141,don't you if intentional see
114,what why this is crazy if you look just above i did not even respond to the personal attacks of the guy who came here to called me drama queen and fanboy with a little heart i just told him to stop on his talk page i didn't even report him but maybe now i do okay as you see what now or do you mean the guy who came here accusing me of engaging in sockpuppetry this after i stated i don't care anymore and i even this article and for sure did not edit in any way if so i'm going to his page and say he's engaging in and demand him to stop same in facts probably but i see stupid accusations are perfectly okay just saying they're in fact stupid is a crime of some sort if none of these then i just have no idea category requests for unblock,0.1974,0.1089,crazy what is this you
115,yeah why beat around the bush why your racist views everyone can see where you're coming from just blank the page again with 'fuck israel as brief and clear as that ',0.164,0.1303,racist beat the around why
116,i was blocked for 24 hours it even been 24 hours i havent been unblocked so how could i insult someone when i cant even edit a page stop being a,0.0217,0.0157,blocked was i for 24
117,i've had enough get the f ing dvd of it mentions of the back of d dvd guide that is coming to dvd and blu ray spring 2010 i'm going to say this once and i'm not going to say this again in fact go ask he knows it's true,0.1524,0.1378,ing f the enough get
118,why did you take sides it was 10 against one you know that source is pov and completely biased and did not belong there i know you do i am very very that you would do that alas a sad day for all people of who protected and lived with armenians for centuries you have no idea the damage you have caused for people of especially the armenians that live there they will probably go the way of some nationalist will read your false accusations you have no idea whatsoever i'm truly amazed at your ignorance i gave you guys too much credit have a nice life and when some poor armenian gets blown away by a jackass turkish nationalist after reading you b s about you are responsible solely you and you only have nice life,0.1944,0.1052,you why ignorance take against
119,you're wrong us law would not apply in this case you're obviously not a lawyer so don't pretend that you are you don't even play one on tv,0.158,0.1275,you're wrong us you're obviously
120,rock alternative what is your problem alternative rock like a to the ignorant people who put this genre do you even know what alternative rock is how can you label him as alternative rock the latest album might have some elements of it but him is not an alternative rock band they have gothic rock elements metal elements rock elements and much more they are love metal,0.0202,0.0139,ignorant alternative what alternative is
121,we did about an hour ago and i suspect you and i would agree about most editing matters the only points where we disagree involve how to treat other people and the usefulness of up shit you seem to think that you can at people and have some positive effect in the world by doing it and i know that to be false you once tried to set my hat on straight by talking to me like i was dirt that was neither smart nor useful nor effective i mean unless you think that your feelings is a valid use of wikipedia's servers it's not that's all though we probably agree about most other things i'll never open an rfc u on you or anyone else and i have no desire to do so if you think otherwise it's because you believe you know things that you just don't know you're dishonest and emotionally a child now leave my talk page,0.1951,0.1013,shit we did about an
122,you've been harsh with it no need leads often don't have sources your being rather you are the person ever if you cannot read what is or understand basic words such as in a sporting context and thus shouldn't be doing ever level 2 english exactly why you shouldn't be commenting on and gee this is why the english wiki is so shit what's going on i asked you to explain your objections a couple of days ago to moving pictures in the eagle article but you haven't i see you have also been asked above to review something but you haven't done that either in the meantime you have found time to a of other and at the top of this page you have a box which says if you want to ask me something please do that so you seem to have ignored everything and going on,0.1646,0.1187,harsh you've shit been no
123,communists all communists should be shot as starting with you,0.1525,0.1281,communists communists all shot with
124,this page is a shame you are not showing respect for wikipedia,0.1636,0.1193,a shame is this are
125,i've great respect for i don't however have any respect whatsoever for the preposterous not to say idiotic rules and policies of wp that and that alone makes me for editing any wp article whatsoever i also think that it is those very rules and policies that any integrity a so called minority view article could ever have the only thing the wp rules and policies have accomplished at the as article is to prevent useful important and thoroughly verified information to be included at the same time irrelevant and factually false claims have been and all through the article there is no integrity there very little informative value and a high degree of distortion if that is the wp idea of integrity then that is an integrity not worth protecting and isn't wp supposed to the free and public encyclopedia if that is the case why should we be bound by any from jimmy wales we are the editors not him he may have founded it but we are the ones it by the logic employed by some editors here the government should be allowed to have total control of the internet because it was government that created the internet that is the principle wp seems to follow and i reject that principle i also submit that any rule and policy that is so destructive as those employed in editing the as article can and should be altered or,0.0371,0.0199,idiotic great preposterous for respect
126,what makes you think that i care about anything you have to say about or or socks or anything else leave me alone,0.1618,0.1175,you what care makes think
127,i'm violating acceptable use policy report me to do your worst i've already placed my with them there will always be a way around this it's a major flaw in wikipedia figure out a solution so you can get back to your serious work,0.1759,0.1077,worst i'm violating a a
128,i'll be removing attacks from this talk page whenever he posts them and i'll label them as the pathetic they are cheers,0.1533,0.1231,pathetic i'll removing be attacks
129,like i said nothing you wrote at wikipedia sockpuppet investigations provides any evidence of being connected to either or i'm starting to believe that this is some kind of personal attack against and i'm warning you not to use the spi process for attacking other users without evidence,0.0189,0.01,nothing like i said you
130,kudos for destroying article copyright you really deserve nobel prize for copyright,0.0187,0.0117,deserve for really destroying article
131,appear to be uninformed and i am afraid you come across as rather ill as a result i suggest you re read this page and try to properly the useful advice it offers rather than simply mocking it because you don't understand it,0.0182,0.0097,uninformed appear and be to
132,drop dead i'm not gonna bother with you wait till my dad comes,0.1485,0.1212,drop dead i'm with you
133,secular best friend i know you guys want to bow before your islamic masters but you need to calm down allah is with atheists and perhaps the muslims will hang you last if you support their want of death to atheism,0.1646,0.1092,bow secular guys to your
134,re edit warring first off i am well aware of policy as is the case with you self any most admins you fail to to have done your fully or to find out exactly what is going on but instead have decided to the and policy of which for an encyclopedia is unacceptable as for the action i do take them as vandalism under the of childish vandalism in edits only are to remove articles from categories thus blanking them and attention seeking vandalism in to seek to bring attention by other pov warriors to join his side as well as redirect vandalism the user has now since decided to edit under an anon  •  in which he has used edit to to his vandalism all of which i have reverted now i see the and of misleading information in of the facts that have been presented to the user to be vandalism i will treat them as vandalism and if you see fit to me then so be it but be sure that after the block has expired if that it is still misleading and i will change it i am not here to make friends or to have wikilove or be part of community experiment that you i am here to present information,0.0414,0.0187,off unacceptable admins most any
135,can you email me use an anon account this bias here is overwhelming and the just ban all dissent how utterly nazi he is running to the now to get me banned how ironic that he complains about how his parents were and he does the same thing truly unbelievable,0.1617,0.1106,you can nazi an email
136,yet you leave walmart facts remain while removing a link to the files area which contains saved copies of actual news stories yeah you're really against walmart and why should i bother creating an account when this place is over run with biased who claim anything they don't like is vandalism or pov btw you and the other's have been added to an online list which includes urls to other sites you're a part of,0.0312,0.0184,leave yet you walmart biased
137,go away don't use my again for any reason or you will regret it,0.1619,0.1092,away go don't use again
138,what the fuck is this,0.9848,0.9821,fuck is this the what
139,is biased against league schools because he she probably got rejected from one,0.0177,0.0112,biased against is schools league
140,dont touch my edits you anti,0.1468,0.118,touch anti you my dont
141,why it is so much fun pointing at the this wiki stuff is just of the kind and i no longer care about being blocked anyway,0.0174,0.0125,why is so fun it
142,jeremy jeremy criminals like you their tongue when the roles revert just wait,0.1423,0.1208,tongue criminals their you jeremy
143,it does not matter if you torture and murder people use or both both shut up the opponent in order you to prevail do not try to present it otherwise,0.1571,0.1092,shut murder torture it you
144,thank god or we might still hear more of his crap,0.1623,0.1045,crap of more his god
145,i am getting seriously pissed off dont revert my edits again ok do you get that in your head or do i need to it in,0.1568,0.108,off seriously i head am
146,blind as not one of you has seen what i have done to this page obviously you rely on some form of program to revert vandalism and not your own eyes,0.1502,0.1106,blind as has you of
147,this latter site is obviously a front for pakistani terrorists,0.0167,0.0109,obviously this a front is
148,go back to pakistan you're not wanted here,0.1291,0.1265,you're go back to pakistan
149,sexy time with old,0.1354,0.1197,sexy time with old
150,style border 1px solid gray background color rowspan 2 valign middle rowspan 2 style font size large padding 0 vertical align middle height 1 1em the for being a complete tool style vertical align middle border top 1px solid gray i award you the for being a complete tool for your bad faith edits and nomination for speedy deletion of the article chris your arrogance and lack of community awareness demonstrates true wiki courage note this is not a barnstar a hat – tim the tool man taylor,0.1439,0.1119,style border arrogance 1em a
151,i reckon i stand behind fred would never stand behind or in front of as he is homophobic,0.1444,0.11,reckon stand i behind i
152,is an arab why are people lying it is not an italy thank you very much,0.016,0.0117,arab an is are lying
153,5 may 2013 utc so if i register the user name or that s cool in your book since i could mean i have a massive hatred for or want to burn all sticks and so that s ok what about e g i like sticks to increase there for the purpose of selling them with much etc 12 47,0.0157,0.0094,5 so massive may hatred
154,1 you be there is no force in islam and was he was from bosnia and was does not mean serb 2 so you claim there were no bosniaks before 1993 are you a serb nationalist perhaps bosniaks were in the middle ages then in the ottoman empire then they became just muslims and then again 4 real bosniaks and was one 3 did not exist in bosnia before 1918 4 bosnian serbs are bosniaks who there orthodox started seeing them as serbs in the 19th century 5 i am the best you can do go and rest,0.0156,0.0108,1 you there no be
155,questions about your biased edits to australian politics wikipedia articles hello i'm from the university of sydney and i would like to review you as a political you were mentioned in one of our lectures as an contributor to australian politics in wikipedia clearly you have gone through some experience in life which has led to your extreme bias and left edits the need for power and your nature were you sexually abused by your father did he physically abuse you if you are interested in this survey please email,0.1444,0.1056,abused biased sexually your abuse
156,this editor thinks not there is a dispute on the table here vs non concerns self vs non self concerns individual v social concerns libertarianism is a celebration of the ego isn't it and by ego i mean self from the self comes liberty from the ego comes identity socialism that seems to me to be all about the non ego freedom itself is derived from man i know we're just a democratic encyclopedia and are prohibited from doing original research but seriously guys wake up are socialists isn't that like the opposite of libertarianism i for one am not a big fan of submitting to the needs of the state or the people from socialism i see comes anarchism the of behavior amongst humans the of a authority if there is no authority who controls the state of things a dictator that's who take north korea for example or the former ussr or nazi germany all of these states are self proclaimed socialists are socialists i think not thomas jefferson again guys girls i'm just making an appeal to logic not authority this particular wikipedia article a thoughts please do not remove this writing i will re establish it i am simply trying to create a dialogue does libertarianism have anything to do with socialism because socialism it seems for anarchy and anarchy as it were is a pre for dictatorship are the opposite of we are individuals socialists are non individuals speaking there is a tremendous amount of confusion and out of this confusion comes leaders i am an but i do not believe in anarchy does that make any sense if the majority disagrees with me so be it but do not delete this post i would like to hear some thoughts carol don't even think about it are we advocates of logic truth or opinion,0.0153,0.0081,this thinks editor non socialists
157,hey look who's another xbox fanboy david how did you came here are you reading my edit log as do aka,0.0221,0.0155,look hey who's fanboy xbox
158,stop being so dramatic,0.0153,0.0109,stop being so dramatic
159,ok stop being lame seriously go watch pokemon,0.1347,0.1112,lame stop seriously being ok
160,okay basic english a bad faith accusation would be one that the person who made the accusation did not actually believe a good faith accusation is one that the actually believes i actually believed my accusation or actually not even that i simply asked for someone to look into it in either case it was a good faith accusation since you clearly do not understand the difference between and what those terms are and how they are used you need to your claims to any credibility in wikipedia why don't you search the term you'll see i am right and your paragraph above is on not knowing the meaning of the term i did not make a bad faith accusation i was acting in good faith you have been making false accusations against me saying i am acting in bad faith when i did not what are you going to do to correct your error god only knows what you have been creating in wikipedia with your slim grasp of terms if you can't get the first principle right,0.0149,0.0056,bad basic a english faith
161,http en wikipedia org wiki user talk 62 174 what the fu are you talking about if you had an of reason in your you would have seen that i just removed a double entry nothing else by the way there is more of it further down on that page but i from doing that as i am not a native speaker it is people like you that make life hell for ordinary wikipedians,0.147,0.101,http 174 hell an life
162,the extent of your homophobic ignorance is genuinely it has been clear from the that you have no contact with the academic world but even informed are aware that queer studies is a standard term for scholarly programs at many universities and that queer is a term of choice by many individuals with same sex lifestyle preferences your preposterous statement that gay encyclopedias are not considered an authoritative source here is simply laughable your personal and are your own problem jack and are not a basis for censoring this article if you have an issue with the encyclopedia as a source you should deal with it at the relevant wikipedia article com i have once again restored the sexuality section if you it again i will refer your homophobic vandalism to wikipedia's lgbt project,0.1563,0.0943,homophobic ignorance your the gay
163,please keep your insult to yourself please keep your insults to yourself i suggest you spend your time finding out where companies keep their retained profits as you have told me in the past here on wikipedia that they keep it in the bank what nonsense and then you say you have a phd in economics from harvard please keep your insults to yourself,0.1577,0.0934,insult your to keep yourself
164,you me,0.132,0.1114,you me
165,not for russian socks like,0.0146,0.0118,for russian not socks like
166,what is happening here clearly is is attempting to obscure that past which brings him the greatest and he to do that through the addition of of irrelevant material that is purely self promoting rubbish we know this because he did it before to the point where his wiki profile read like a fantasy novel and he was prince mr is a career and was red handed by the sec that is his claim to fame nothing else is relevant certainly not his biblical promotional materials,0.0144,0.0071,what is happening here clearly
167,plus i think this guy is a p e n i s,0.1191,0.1201,a p guy is n
168,bryan is the worst ride operator at he has attention disorder and he acts like a know it all,0.1368,0.1045,worst the is disorder bryan
169,go on have me blocked it won't change anything you're a and a wp game,0.1258,0.1121,go you're blocked on have
170,is he is the dude in the world,0.1284,0.109,is he is the dude
171,did you read his transcripts he's as much a racist as the grand wizard of the klan,0.1333,0.1048,racist you he's a his
172,note to wiki nazis um why did you delete the lists of features take a look at the other content management entries on wikipedia like and you'll see this is common practice and don't worry i plan on adding the third party citations you so require kill a guy for trying to contribute to wikipedia why,0.1498,0.0923,nazis um wiki note to
173,maybe you haven't received any education the answer is 800,0.0137,0.0112,maybe haven't you received any
174,still here what is it like up every morning looking at the mirror girls cross the street at your approach who laugh as you attempt to down the street what is it like to see sexy women in at your approach what is it like to eat 15 chocolate bars in one sitting what is it like to be what is it like to be an dick along with all of that who does counter productive things even though a bit of common sense 16 months ago would have saved him all this what is it like being that edit perhaps you should consider a dialogue all this reverting is so its silly i've said it before all you need to do is offer a recognition in an edit summary that i fucking exist you fucking moron and i will go away for ever moron,0.1471,0.0914,still dick here is what
175,again you don't decide what npov means when you assert that your position is the only one that to wikipedia policies against consensus it's very disruptive furthermore the viewpoint that life on earth came from matter by generation and evolved solely by natural selection to its present state without planning from a designer is far and away the minority viewpoint if we really followed npov we wouldn't mention the fringe viewpoints of a slight majority of scientists and instead focus on the clear consensus among the public religious leaders and a strong minority of scientists that life on earth was designed are you simply ignoring this,0.0134,0.0062,again don't you decide disruptive
176,banned you are banned from wikipedia you're no longer welcome here what part of wp ban do you not understand edits by banned vandals such as yourself are to be removed at once,0.1231,0.1076,you're are you banned banned
177,hey dead set,0.1192,0.1102,dead hey set
178,etc this person should be blocked from wikipedia,0.0132,0.0086,should this person blocked be
179,you love large is,0.1184,0.1096,you large is love
180,your sounds to be some now watch what's coming your way ha ha ha ha,0.123,0.1046,your what's to be ha
181,is a scientifically proven of an and that's why he and bitches so on female masturbation techniques are quite numerous and perhaps more varied than those of males they are influenced by a number of factors and personal preferences techniques include or of the especially the with the middle index and or second fingers sometimes one or more fingers may be inserted into the vagina to repeatedly stroke the wall of the vagina where the g spot is located studies done by masters johnson however have shown that only about 10 of women actually have through alone citation needed masturbation aids such as a dildo or ben wa balls can also be used to the vagina and many women will the breasts or a nipple with the free hand anal is also enjoyed by some because of the thousands of sensitive nerve located there is sometimes used during masturbation especially when is involved but this is by no means universal and many women find their natural even produce more alone than with a partner though the reasons for this seem to be primarily psychological women may in the and hot sometimes including the use of warm running water to the common positions include lying on back or face down sitting or even standing lying face down one may a the corner or edge of the bed a leg or some up clothing and the and against it standing up the corner of an item of or even a machine can be used to the through the and clothing a duck by de the nature of a this kind of toy has gained wider acceptance some reach merely by crossing their legs and the in their legs which creates pressure on the this can potentially be done in public without noticing some prefer to use only pressure applied to the without direct contact for example by pressing the palm or ball of the hand against or other clothing a few women can after prior sexual due to intellectual alone for instance listening to certain pieces of music often these mental have associations with previous instances of and some women claim to be able to by force of will alone but that ability if it exists at all may not strictly qualify as masturbation as no physical is involved those who have difficulty reaching through sexual may find it easier to achieve an through masturbation sometimes sex will recommend that female patients take time to to especially if they have not before,0.1276,0.0991,bitches a is proven of
182,hey there no offense but i think you were being rather with that warning you gave me that comment had a good feel to it,0.0127,0.0085,there no offense hey were
183,and reply from it just depends on my wish if i want to respond to idle losers like you and whether i have the time to do so once and for all i am doing it this time and won't remove time for worthless people like you again,0.1309,0.0963,and losers reply and from
184,re you your blocking me for no reason i fell this is and this is abuse and i will continue to fight untill fair actions are taken or until we come to an agreement and as far as the policy goes i have read it have you red it,0.1452,0.0867,blocking your you abuse for
185,do not remove this talk page or i report you to wikipedia,0.0125,0.0079,do not talk this remove
186,although the administration is highly corrupt and in a secular kind of way we should be careful with the content on wikipedia shots of probably were not taken following the announcement as bush and it is known highly prefer kentucky to,0.0123,0.0077,corrupt highly administration although secular
187,frankly it don’t concern me what you appreciate just like it should not bother you and you need to go very those articles again and again and again until you understand whose in the worn also a good think would be to look at the sources those guys presented and read what they say and then read their figures you would agree that the source does not match at all with the figures they presented and this one is a killer their strongest source is i send an email to the albanian mod and they told me what they have which is pure out lie because they never reveal what they have and he did not present any proof i think i would know a little more about my won country that i was born and lived in all my life than a guy that uses propaganda from the internet as proof there is your answer i would appreciate if you don’t bother me anymore,0.0123,0.0062,frankly it concern don’t appreciate
188,indian people say this is just british,0.0123,0.0095,people indian say is just
189,the above nonsense is from vandals who pose as admins who have very low academic and personal skill levels with the result they have no idea of how history works little idea how to present it and who seemingly wik as its their little childish power trip one thing is very if they continue wik wont also the amount of material on wik there will be court cases as people get sued one of the above seemingly got very upset when he realised his block tools dont work those tools are their weapons to exclude those who dare to protest the low level of rot they go on with here that the tools not being much good in reality must be a blow to the whole bully boy and antics try growing up a bit you lot the free world doesnt need your stupidity,0.1475,0.0824,vandals nonsense the is from
190,is still a,0.1135,0.1051,a is still
191,is still a,0.1135,0.1051,a is still
192,i refer you to the crap as discussed above around 11 november for starters anyway like i said it is probably best that i retire,0.1295,0.0918,crap the to refer i
193,on hitler nobody wants to hear from you,0.1302,0.0912,hitler nobody on wants to
194,the material is exactly the same the number five appears numbered lists are not encyclopedic and not wp policy what is your problem are you saying that readers of wikipedia are stupid and cannot understand a prose sentence,0.1279,0.0898,stupid are the wikipedia material
195,i am pissed off okay i used to be a troll and a vandal i used to be large amounts of my time insulting and users and ruining articles for my own amusement recently i decided to turn a new and become a decent respectful contributor i created an article called adult in france in this article i included references and i hoped to create a series based on adult production by country within minutes slapped a speedy deletion notice onto my article without even suggesting how to improve my article and claimed that i was and my page was this user did not even try to rewrite or improve this article secondly claimed that i should have taken the advice of this first then create my article however this was not possible as i had already created my article before the replied maybe the should be more in conclusion i am getting fed up of wikipedia i am getting fed up of how admins just on you if you are a newbie i am seriously thinking of trolling and vandalising again good day,0.1431,0.0801,troll off vandal pissed am
196,is finally a person that realised exactly how rude and childish you behave i don't need any diffs to prove that the rfc has a large collection of your constant breach of civility i hope more people realise this so you can finally get the kick out of the project,0.1261,0.0906,a is person finally behave
197,what is wrong with you i will continue to update your talk page to reflect your poor behavior so that all others who have problems with you can see that they are not alone look at this page and everyone you upset what is wrong with you i just want you to let you know that you appear to a lot of people on wikipedia perhaps the problem can be best summarized by your own comment on this page when you said that you thought about the issue and came to agree with the rest of the group in light of your failure to think about the issue in advance your actions were shameful when faced with a group of people who reached consensus you still had the audacity to have the page locked to reflect your poorly reasoned point of view these are the actions of a stubborn child who wants his way and completely contradictory to what wikipedia is about i think you should grow up recognize that your positions are often incorrect and defer to the democratic process seriously why do you think your opinion is so important that your beliefs should a consensus —preceding unsigned comment added by,0.1437,0.078,is what wrong with poor
198,and for similar reasons clueless people there are people of more energy in mind and body who find it a definite drag to have to explain everything including things people should already know is and knowledgeable the combination some people who then on trivia like what was it is and was and he left yes twice the twice part says something quite i think he couldn't stand idiots but still wanted to help others unfortunately the idiots won the others lost and still so yes typical,0.1311,0.0854,idiots idiots clueless and for
199,i still cannot figure out why black people love,0.0149,0.0113,still i cannot figure out
200,the holocaust is a lie by the zionist media,0.1396,0.0788,a lie zionist the is
201,your threat c to clarify my edit summary talk page fascism was not a personal attack it was and is a statement of my concern about actions taken by you on the michael talk page it was a warning to all who read it i do not appreciate you threatening me with a block your blood seems to be running hot be careful be civil,0.1355,0.0811,threat your c to fascism
202,i'm sorry that i must say this i have never come across a more idiotic editor on wikipedia congratulations on making it to the top of my list i mean that in a sense entirely in no way is it meant to offend or sound sarcastic i wouldn't call you an editor though you're more of a to this project and one with extreme of perception please reread the discussion at the talk page based on what you last posted there it is obvious that you ignored or did not comprehend much of what i tried explaining to you multiple times at that talk page,0.1281,0.0848,idiotic more sorry must that
203,of sheet a 8,0.1034,0.1048,a 8 of sheet
204,is the definition of sarcasm,0.0107,0.0066,the of is definition sarcasm
205,please respond and not here no sane person would look at what you do day and night day after day week after week month after month year after year and not conclude that you need a massive intervention i have to think you are a very lonely unhappy person so no one probably knows of the depth of your so it falls to a stranger like me i guess you are so that i can't you just admitting what has become of you but i am willing to start to introduce you to reality let's start with this question how many hours of your short life have your into this wasted at the expense of actually living a life,0.1464,0.0721,lonely a please sane very
206,you've been hit by the sexy truck what r u gonna do about it,0.1147,0.0913,you've sexy hit been truck
207,nothing at all was deleted not one period or dot and what as added as james cooper one of the handful of most famous us authors of all time and so you above remarks including the massive distortion that i deleted items of value a complete lie indicates that you severely need to consider seeing a as an insane person immediately as your bizarre are not just vandalism but of into editing of an encyclopedia surely on direction of doug the original insane wiki claimed administrator who made similar comments and reversions ab my normal editing for over a year and both of you or you likely him on another name will pay for it as surely as jimbo wales is a for not you both i will do it shortly,0.1356,0.0767,nothing all insane severely insane
208,okay be a jerk then it seems to be in character,0.1185,0.0869,jerk a be then it
209,thanks can lick it times of london not a reliable source lick it stuff it and lick it by the way it was stolen from the jungle brothers africa 'cause african,0.1207,0.0845,lick lick lick it of
210,any one that is not agreement with you or is a is joe it's a time and remember your edits are being looked at,0.0103,0.0091,any one a is is
211,too violent it says this series was cancelled for being too violent according to the stupid was the dub edited i have been watching this on and i don't see how it could possibly be too violent especially in japan,0.1212,0.0837,violent stupid violent too violent
212,hey ur,0.1069,0.0945,hey ur
213,that is the most idiotic argument for the use of british spellings on a page that i've ever heard this even is quite minor in british history it isn't even mentioned on the british history pages however it is considered to be one of the most important events in american history more important than the civil war or world war two even,0.1217,0.0829,idiotic most the argument is
214,i your mum it was super,0.1073,0.0922,mum your i it was
215,i do not need consensus to post wikipedia is free don't you know that,0.0146,0.01,do i not need free
216,is an,0.1025,0.0964,an is
217,message for an old white asian will you stop sending death threats to me please if these persist i will notify the authorities on you and they will lock you up for a long time i am also sending a message to an admin to get you blocked cheers,0.1207,0.0814,stop death threats sending a
218,p s and you've just pulled red on me i challenged your assertion that i am disrupting the article and you started accusing me you really have problems with judgement,0.1226,0.0796,you've s and just p
219,yeah 9 11 was carried out by 19 muslims who are openly funded by cia even the terrorist leader admitted it wikipedia is for fact suppressing like yourself,0.1226,0.0784,11 9 yeah terrorist muslims
220,romanian americans again you what is again your problem with the list of romanian americans you wanted cited sources i found you and now you remove this people i warn you this is vandalism and is in your interest to stop '''''' 18 june 2006,0.1147,0.0836,is americans you your problem
221,indian kids trying to rape my user page,0.1128,0.0837,rape kids trying indian to
222,this is what silly people get for not so subtle,0.1186,0.079,silly is what this people
